,2026.04.15 15:30:07
时间,电流,目标电流,滤波电流,速度,目标速度,位置,目标位置,外圈位置,扭矩,总线电压,驱动温度,电机温度
2026.04.15 15:30:09:256,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:298,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:335,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:377,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:414,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:456,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:499,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:535,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:578,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:614,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:656,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:699,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:735,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:778,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:814,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:857,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:899,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:935,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:09:978,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:014,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:057,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:093,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:136,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:178,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:214,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:257,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:293,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:337,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:379,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:415,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:457,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:500,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:536,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:579,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:615,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:658,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:694,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:736,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:779,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:815,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:858,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:894,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:937,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:10:979,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:11:015,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:11:058,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:11:094,0,0,0,0,-420,-28388,0,0,0,46,43,39,
2026.04.15 15:30:11:136,0,0,0,0,-400,-28388,0,0,0,46,43,39,
2026.04.15 15:30:11:175,148,0,0,-439,-400,-28644,0,0,0,46,43,39,
2026.04.15 15:30:11:215,-1,0,0,-438,-400,-29062,0,0,0,46,43,39,
2026.04.15 15:30:11:258,-215,0,0,-389,-400,-29528,0,0,0,46,43,39,
2026.04.15 15:30:11:295,35,0,0,-427,-400,-29921,0,0,0,46,43,39,
2026.04.15 15:30:11:337,58,0,0,-446,-400,-30372,0,0,0,46,43,39,
2026.04.15 15:30:11:373,-390,0,0,-321,-380,-30775,0,0,0,46,43,39,
2026.04.15 15:30:11:416,-22,0,0,-392,-380,-31215,0,0,0,46,43,39,
2026.04.15 15:30:11:459,-60,0,0,-408,-380,-31651,0,0,0,46,43,39,
2026.04.15 15:30:11:495,75,0,0,-387,-360,-32012,0,0,0,46,43,39,
2026.04.15 15:30:11:537,83,0,0,-410,-360,-32416,0,0,0,46,43,39,
2026.04.15 15:30:11:573,-333,0,0,-316,-360,-32785,0,0,0,46,43,39,
2026.04.15 15:30:11:616,-175,0,0,-336,-360,-33206,0,0,0,46,43,39,
2026.04.15 15:30:11:658,76,0,0,-410,-360,-33629,0,0,0,46,43,39,
2026.04.15 15:30:11:695,76,0,0,-410,-340,-33629,0,0,0,46,43,39,
2026.04.15 15:30:11:737,-114,0,0,-336,-340,-34373,0,0,0,46,43,39,
2026.04.15 15:30:11:774,-139,0,0,-348,-340,-34723,0,0,0,46,43,39,
2026.04.15 15:30:11:816,-227,0,0,-307,-340,-35090,0,0,0,46,43,39,
2026.04.15 15:30:11:859,-19,0,0,-353,-340,-35502,0,0,0,46,43,39,
2026.04.15 15:30:11:895,-276,0,0,-314,-340,-35815,0,0,0,46,43,39,
2026.04.15 15:30:11:938,-186,0,0,-319,-340,-36203,0,0,0,46,43,39,
2026.04.15 15:30:11:974,-83,0,0,-359,-340,-36527,0,0,0,46,43,39,
2026.04.15 15:30:12:016,-83,0,0,-359,-340,-36527,0,0,0,46,43,39,
2026.04.15 15:30:12:059,-38,0,0,-346,-340,-37259,0,0,0,46,43,39,
2026.04.15 15:30:12:095,-365,0,0,-291,-340,-37607,0,0,0,46,43,39,
2026.04.15 15:30:12:138,-146,0,0,-327,-340,-38006,0,0,0,46,43,39,
2026.04.15 15:30:12:174,-269,0,0,-316,-340,-38333,0,0,0,46,43,39,
2026.04.15 15:30:12:216,-317,0,0,-300,-340,-38737,0,0,0,46,43,39,
2026.04.15 15:30:12:259,-13,0,0,-359,-340,-39131,0,0,0,46,43,39,
2026.04.15 15:30:12:296,-359,0,0,-290,-340,-39467,0,0,0,46,43,39,
2026.04.15 15:30:12:340,-178,0,0,-322,-340,-39868,0,0,0,46,43,39,
2026.04.15 15:30:12:375,-273,0,0,-311,-340,-40186,0,0,0,46,43,39,
2026.04.15 15:30:12:419,-86,0,0,-337,-340,-40565,0,0,0,46,43,39,
2026.04.15 15:30:12:453,-267,0,0,-313,-340,-40896,0,0,0,46,43,39,
2026.04.15 15:30:12:495,-84,0,0,-339,-340,-41282,0,0,0,46,43,39,
2026.04.15 15:30:12:540,66,0,0,-392,-340,-41650,0,0,0,46,43,39,
2026.04.15 15:30:12:576,-118,0,0,-328,-340,-41968,0,0,0,46,43,39,
2026.04.15 15:30:12:617,-12,0,0,-370,-340,-42360,0,0,0,46,43,39,
2026.04.15 15:30:12:653,-371,0,0,-311,-360,-42721,0,0,0,46,43,39,
2026.04.15 15:30:12:695,-168,0,0,-342,-360,-43136,0,0,0,46,43,39,
2026.04.15 15:30:12:738,-23,0,0,-398,-360,-43530,0,0,0,46,43,39,
2026.04.15 15:30:12:775,-163,0,0,-343,-360,-43884,0,0,0,46,43,39,
2026.04.15 15:30:12:818,43,0,0,-400,-360,-44315,0,0,0,46,43,39,
2026.04.15 15:30:12:854,-373,0,0,-318,-360,-44668,0,0,0,46,43,39,
2026.04.15 15:30:12:896,-315,0,0,-320,-360,-45064,0,0,0,46,43,39,
2026.04.15 15:30:12:938,45,0,0,-397,-360,-45472,0,0,0,46,43,39,
2026.04.15 15:30:12:975,-363,0,0,-313,-360,-45835,0,0,0,46,43,39,
2026.04.15 15:30:13:017,-321,0,0,-319,-360,-46233,0,0,0,46,43,39,
2026.04.15 15:30:13:054,-84,0,0,-389,-360,-46598,0,0,0,46,43,39,
2026.04.15 15:30:13:096,-307,0,0,-328,-360,-46998,0,0,0,46,43,39,
2026.04.15 15:30:13:139,-360,0,0,-307,-360,-47412,0,0,0,46,43,39,
2026.04.15 15:30:13:175,-9,0,0,-403,-360,-47771,0,0,0,46,43,39,
2026.04.15 15:30:13:218,-127,0,0,-372,-360,-48190,0,0,0,46,43,39,
2026.04.15 15:30:13:254,-80,0,0,-366,-360,-48574,0,0,0,46,43,39,
2026.04.15 15:30:13:297,4,0,0,-401,-360,-48975,0,0,0,46,43,39,
2026.04.15 15:30:13:339,-54,0,0,-388,-360,-49420,0,0,0,46,43,39,
2026.04.15 15:30:13:375,-129,0,0,-348,-360,-49805,0,0,0,46,43,39,
2026.04.15 15:30:13:418,-26,0,0,-391,-360,-50223,0,0,0,46,43,39,
2026.04.15 15:30:13:454,-34,0,0,-371,-360,-50577,0,0,0,46,43,39,
2026.04.15 15:30:13:496,45,0,0,-400,-360,-51020,0,0,0,46,43,39,
2026.04.15 15:30:13:533,-392,0,0,-300,-360,-51361,0,0,0,46,43,39,
2026.04.15 15:30:13:575,-69,0,0,-360,-360,-51750,0,0,0,46,43,39,
2026.04.15 15:30:13:618,85,0,0,-410,-360,-52163,0,0,0,46,43,39,
2026.04.15 15:30:13:654,-417,0,0,-301,-360,-52492,0,0,0,46,43,39,
2026.04.15 15:30:13:696,-362,0,0,-311,-360,-52906,0,0,0,46,43,39,
2026.04.15 15:30:13:733,-131,0,0,-372,-360,-53261,0,0,0,46,43,39,
2026.04.15 15:30:13:776,-366,0,0,-311,-360,-53672,0,0,0,46,43,39,
2026.04.15 15:30:13:812,33,0,0,-399,-360,-54039,0,0,0,46,43,39,
2026.04.15 15:30:13:854,-82,0,0,-385,-360,-54447,0,0,0,46,43,39,
2026.04.15 15:30:13:897,-328,0,0,-325,-360,-54869,0,0,0,46,43,39,
2026.04.15 15:30:13:933,-21,0,0,-380,-360,-55235,0,0,0,46,43,39,
2026.04.15 15:30:13:976,32,0,0,-411,-360,-55637,0,0,0,46,43,39,
2026.04.15 15:30:14:019,-142,0,0,-369,-360,-56055,0,0,0,46,43,39,
2026.04.15 15:30:14:054,-43,0,0,-381,-360,-56400,0,0,0,46,43,39,
2026.04.15 15:30:14:097,-184,0,0,-350,-360,-56819,0,0,0,46,43,39,
2026.04.15 15:30:14:134,-89,0,0,-370,-360,-57173,0,0,0,46,43,39,
2026.04.15 15:30:14:185,-274,0,0,-337,-360,-57571,0,0,0,46,43,39,
2026.04.15 15:30:14:219,-364,0,0,-310,-360,-57952,0,0,0,46,43,39,
