,2026.04.15 15:03:52
时间,电流,目标电流,滤波电流,速度,目标速度,位置,目标位置,外圈位置,扭矩,总线电压,驱动温度,电机温度
2026.04.15 15:04:02:979,0,0,0,-7085,0,-89327,100000,0,0,47,47,39,
2026.04.15 15:04:03:015,0,0,0,-7300,0,-90138,100000,0,0,47,47,39,
2026.04.15 15:04:03:058,0,0,0,-7231,0,-90998,100000,0,0,47,47,39,
2026.04.15 15:04:03:094,0,0,0,-6640,0,-91696,100000,0,0,47,47,39,
2026.04.15 15:04:03:137,0,0,0,-6349,0,-92465,100000,0,0,47,47,39,
2026.04.15 15:04:03:179,0,0,0,-5505,0,-93239,100000,0,0,47,47,39,
2026.04.15 15:04:03:215,0,0,0,-3796,0,-93681,100000,0,0,47,47,39,
2026.04.15 15:04:03:258,0,0,0,-1331,0,-93944,100000,0,0,47,47,39,
2026.04.15 15:04:03:294,0,0,0,-30,0,-93903,100000,0,0,47,47,39,
2026.04.15 15:04:03:336,0,0,0,350,0,-93800,100000,0,0,47,47,39,
2026.04.15 15:04:03:379,0,0,0,1139,0,-93656,100000,0,0,47,47,39,
2026.04.15 15:04:03:415,0,0,0,2310,0,-93363,100000,0,0,47,47,39,
2026.04.15 15:04:03:458,0,0,0,3958,0,-92870,100000,0,0,47,47,39,
2026.04.15 15:04:03:494,0,0,0,5184,0,-92246,100000,0,0,47,47,39,
2026.04.15 15:04:03:537,0,0,0,7739,0,-91309,100000,0,0,47,47,39,
2026.04.15 15:04:03:573,0,0,0,10487,0,-90284,100000,0,0,47,47,39,
2026.04.15 15:04:03:615,0,0,0,13363,0,-88587,100000,0,0,47,47,39,
2026.04.15 15:04:03:657,0,0,0,17003,0,-86080,100000,0,0,47,47,39,
2026.04.15 15:04:03:694,0,0,0,20826,0,-83504,100000,0,0,47,47,39,
2026.04.15 15:04:03:737,0,0,0,25073,0,-80217,100000,0,0,47,47,39,
2026.04.15 15:04:03:779,0,0,0,29537,0,-76229,100000,0,0,47,47,39,
2026.04.15 15:04:03:815,0,0,0,-31668,0,-72040,100000,0,0,47,47,39,
2026.04.15 15:04:03:858,0,0,0,-27290,0,-66860,100000,0,0,47,47,39,
2026.04.15 15:04:03:894,0,0,0,-24301,0,-62203,100000,0,0,47,47,39,
2026.04.15 15:04:03:937,0,0,0,-22059,0,-56288,100000,0,0,47,47,39,
2026.04.15 15:04:03:973,0,0,0,-20468,0,-50437,100000,0,0,47,47,39,
2026.04.15 15:04:04:016,0,0,0,-19626,0,-44747,100000,0,0,47,47,39,
2026.04.15 15:04:04:058,0,0,0,-19459,0,-38121,100000,0,0,47,47,39,
2026.04.15 15:04:04:095,0,0,0,-21843,0,-32813,100000,0,0,47,47,39,
2026.04.15 15:04:04:137,0,0,0,-26965,0,-27577,100000,0,0,47,47,39,
2026.04.15 15:04:04:173,0,0,0,-30007,0,-23401,100000,0,0,47,47,39,
2026.04.15 15:04:04:216,0,0,0,30365,0,-19123,100000,0,0,47,47,39,
2026.04.15 15:04:04:259,0,0,0,24015,0,-15770,100000,0,0,47,47,39,
2026.04.15 15:04:04:294,0,0,0,21495,0,-13344,100000,0,0,47,47,39,
2026.04.15 15:04:04:337,0,0,0,19625,0,-10701,100000,0,0,47,47,39,
2026.04.15 15:04:04:373,0,0,0,16341,0,-8555,100000,0,0,47,47,39,
2026.04.15 15:04:04:416,0,0,0,12750,0,-6665,100000,0,0,47,47,39,
2026.04.15 15:04:04:458,0,0,0,10353,0,-5138,100000,0,0,47,47,39,
2026.04.15 15:04:04:495,0,0,0,7726,0,-4226,100000,0,0,47,47,39,
2026.04.15 15:04:04:537,0,0,0,4806,0,-3560,100000,0,0,47,47,39,
2026.04.15 15:04:04:574,0,0,0,3488,0,-3132,100000,0,0,47,47,39,
2026.04.15 15:04:04:616,0,0,0,1174,0,-2954,100000,0,0,47,47,39,
2026.04.15 15:04:04:658,0,0,0,45,0,-2926,100000,0,0,47,47,39,
2026.04.15 15:04:04:695,0,0,0,0,0,-2923,100000,0,0,47,47,39,
2026.04.15 15:04:04:737,0,0,0,-22,0,-2935,100000,0,0,47,47,39,
2026.04.15 15:04:04:773,0,0,0,0,0,-2953,100000,0,0,47,47,39,
2026.04.15 15:04:04:816,0,0,0,0,0,-2949,100000,0,0,47,47,39,
2026.04.15 15:04:04:858,0,0,0,0,0,-2935,100000,0,0,47,47,39,
2026.04.15 15:04:04:895,0,0,0,0,0,-2933,100000,0,0,47,47,39,
2026.04.15 15:04:04:938,0,0,0,0,0,-2934,100000,0,0,47,47,39,
