,2026.04.15 15:30:07
时间,电流,目标电流,滤波电流,速度,目标速度,位置,目标位置,外圈位置,扭矩,总线电压,驱动温度,电机温度
2026.04.15 15:30:11:774,-335,0,-873,-356,-340,-4767,0,0,0,47,47,39,
2026.04.15 15:30:11:816,-646,0,-873,-220,-340,-5104,0,0,0,47,47,39,
2026.04.15 15:30:11:859,-274,0,-873,-286,-340,-5503,0,0,0,47,47,39,
2026.04.15 15:30:11:895,-688,0,-873,-271,-340,-5818,0,0,0,47,47,39,
2026.04.15 15:30:11:938,-788,0,-873,-221,-340,-6224,0,0,0,47,47,39,
2026.04.15 15:30:11:974,-306,0,-873,-293,-340,-6622,0,0,0,47,47,39,
2026.04.15 15:30:12:017,-53,0,-873,-385,-340,-7020,0,0,0,47,47,39,
2026.04.15 15:30:12:059,-105,0,-873,-396,-340,-7426,0,0,0,47,47,39,
2026.04.15 15:30:12:095,-632,0,-873,-269,-340,-7758,0,0,0,47,47,39,
2026.04.15 15:30:12:138,-721,0,-873,-261,-340,-8219,0,0,0,47,47,39,
2026.04.15 15:30:12:174,77,0,-873,-449,-340,-8590,0,0,0,47,47,39,
2026.04.15 15:30:12:216,-37,0,-873,-425,-340,-9001,0,0,0,47,47,39,
2026.04.15 15:30:12:259,-56,0,-873,-397,-340,-9405,0,0,0,47,47,39,
2026.04.15 15:30:12:296,-398,0,-873,-393,-340,-9720,0,0,0,47,47,39,
2026.04.15 15:30:12:340,-98,0,-873,-438,-340,-10152,0,0,0,47,47,39,
2026.04.15 15:30:12:375,-299,0,-873,-314,-340,-10471,0,0,0,47,47,39,
2026.04.15 15:30:12:419,-791,0,-873,-264,-340,-10855,0,0,0,47,47,39,
2026.04.15 15:30:12:454,-446,0,-873,-305,-340,-11214,0,0,0,47,47,39,
2026.04.15 15:30:12:496,-518,0,-873,-274,-340,-11640,0,0,0,47,47,39,
2026.04.15 15:30:12:540,-289,0,-873,-313,-340,-12057,0,0,0,47,47,39,
2026.04.15 15:30:12:576,-58,0,-873,-456,-340,-12383,0,0,0,47,47,39,
2026.04.15 15:30:12:617,-22,0,-873,-461,-340,-12716,0,0,0,47,47,39,
2026.04.15 15:30:12:653,-283,0,-873,-451,-360,-13039,0,0,0,47,47,39,
2026.04.15 15:30:12:695,-12,0,-873,-478,-360,-13412,0,0,0,47,47,39,
2026.04.15 15:30:12:738,-76,0,-873,-442,-360,-13741,0,0,0,47,47,39,
2026.04.15 15:30:12:775,-181,0,-873,-460,-360,-14095,0,0,0,47,47,39,
2026.04.15 15:30:12:818,-85,0,-873,-457,-360,-14542,0,0,0,47,47,39,
2026.04.15 15:30:12:854,-117,0,-873,-460,-360,-14874,0,0,0,47,47,39,
2026.04.15 15:30:12:896,-164,0,-873,-430,-360,-15276,0,0,0,47,47,39,
