,2026.04.15 15:28:29
时间,电流,目标电流,滤波电流,速度,目标速度,位置,目标位置,外圈位置,扭矩,总线电压,驱动温度,电机温度
2026.04.15 15:28:31:439,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:482,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:518,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:561,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:597,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:639,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:676,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:719,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:761,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:797,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:840,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:876,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:919,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:961,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:31:998,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:32:040,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:32:076,0,0,0,0,0,-35798,0,0,0,46,42,39,
2026.04.15 15:28:32:119,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:161,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:198,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:240,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:277,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:320,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:362,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:398,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:441,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:477,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:519,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:556,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:598,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:641,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:677,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:719,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:756,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:799,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:841,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:877,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:919,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:956,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:32:999,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:041,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:077,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:120,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:157,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:199,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:241,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:278,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:320,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:357,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:399,0,0,0,0,0,-35797,0,0,0,46,42,39,
2026.04.15 15:28:33:442,0,0,0,0,0,-35797,99000,0,0,46,42,39,
2026.04.15 15:28:33:478,568,0,0,2004,0,-34835,99000,0,0,46,42,39,
2026.04.15 15:28:33:520,468,0,0,1968,0,-32563,99000,0,0,46,42,39,
2026.04.15 15:28:33:557,-88,0,0,2069,0,-30630,99000,0,0,46,42,39,
2026.04.15 15:28:33:599,99,0,0,2044,0,-28387,99000,0,0,46,42,39,
2026.04.15 15:28:33:636,397,0,0,1951,0,-26435,99000,0,0,46,42,39,
2026.04.15 15:28:33:678,22,0,0,2039,0,-24278,99000,0,0,46,42,39,
2026.04.15 15:28:33:721,124,0,0,2042,0,-22088,99000,0,0,46,42,39,
2026.04.15 15:28:33:757,106,0,0,2014,0,-20195,99000,0,0,46,42,39,
2026.04.15 15:28:33:799,-30,0,0,2052,0,-17949,99000,0,0,46,42,39,
2026.04.15 15:28:33:835,484,0,0,1951,0,-15946,99000,0,0,46,42,39,
2026.04.15 15:28:33:878,289,0,0,1974,0,-13774,99000,0,0,46,42,39,
2026.04.15 15:28:33:921,38,0,0,2030,0,-11542,99000,0,0,46,42,39,
2026.04.15 15:28:33:956,461,0,0,1951,0,-9721,99000,0,0,46,42,39,
2026.04.15 15:28:33:999,458,0,0,1950,0,-7459,99000,0,0,46,42,39,
2026.04.15 15:28:34:036,138,0,0,2031,0,-5533,99000,0,0,46,42,39,
2026.04.15 15:28:34:078,448,0,0,1951,0,-3398,99000,0,0,46,42,39,
2026.04.15 15:28:34:121,296,0,0,1972,0,-1163,99000,0,0,46,42,39,
2026.04.15 15:28:34:157,308,0,0,1993,0,783,99000,0,0,46,42,39,
2026.04.15 15:28:34:200,475,0,0,1951,0,2985,99000,0,0,46,42,39,
2026.04.15 15:28:34:236,-45,0,0,2053,0,4959,99000,0,0,46,42,39,
2026.04.15 15:28:34:278,154,0,0,2031,0,7122,99000,0,0,46,42,39,
2026.04.15 15:28:34:321,420,0,0,1964,0,9344,99000,0,0,46,42,39,
2026.04.15 15:28:34:357,-23,0,0,2058,0,11216,99000,0,0,46,42,39,
2026.04.15 15:28:34:400,43,0,0,2055,0,13453,99000,0,0,46,42,39,
2026.04.15 15:28:34:437,461,0,0,1944,0,15493,99000,0,0,46,42,39,
2026.04.15 15:28:34:479,19,0,0,2040,0,17606,99000,0,0,46,42,39,
2026.04.15 15:28:34:521,-32,0,0,2061,0,19838,99000,0,0,46,42,39,
2026.04.15 15:28:34:558,387,0,0,1957,0,21714,99000,0,0,46,42,39,
2026.04.15 15:28:34:600,78,0,0,2018,0,23977,99000,0,0,46,42,39,
2026.04.15 15:28:34:637,420,0,0,1970,0,25911,99000,0,0,46,42,39,
2026.04.15 15:28:34:679,390,0,0,1953,0,28033,99000,0,0,46,42,39,
2026.04.15 15:28:34:721,227,0,0,1986,0,30358,99000,0,0,46,42,39,
2026.04.15 15:28:34:758,434,0,0,1961,0,32133,99000,0,0,46,42,39,
2026.04.15 15:28:34:800,472,0,0,1947,0,34385,99000,0,0,46,42,39,
2026.04.15 15:28:34:837,-13,0,0,2059,0,36391,99000,0,0,46,42,39,
2026.04.15 15:28:34:880,404,0,0,1974,0,38475,99000,0,0,46,42,39,
2026.04.15 15:28:34:916,24,0,0,2032,0,40478,99000,0,0,46,42,39,
2026.04.15 15:28:34:958,21,0,0,2056,0,42704,99000,0,0,46,42,39,
2026.04.15 15:28:35:001,200,0,0,2016,0,44908,99000,0,0,46,42,39,
2026.04.15 15:28:35:037,3,0,0,2039,0,46798,99000,0,0,46,42,39,
2026.04.15 15:28:35:079,-26,0,0,2060,0,48991,99000,0,0,46,42,39,
2026.04.15 15:28:35:116,501,0,0,1938,0,50959,99000,0,0,46,42,39,
2026.04.15 15:28:35:158,105,0,0,2014,0,53124,99000,0,0,46,42,39,
2026.04.15 15:28:35:194,340,0,0,1988,0,55131,99000,0,0,46,42,39,
2026.04.15 15:28:35:237,455,0,0,1945,0,57297,99000,0,0,46,42,39,
2026.04.15 15:28:35:280,100,0,0,2010,0,59543,99000,0,0,46,42,39,
2026.04.15 15:28:35:316,306,0,0,1989,0,61459,99000,0,0,46,42,39,
2026.04.15 15:28:35:358,467,0,0,1947,0,63595,99000,0,0,46,42,39,
2026.04.15 15:28:35:401,98,0,0,2013,0,65829,99000,0,0,46,42,39,
2026.04.15 15:28:35:437,375,0,0,1877,0,67680,99000,0,0,46,42,39,
2026.04.15 15:28:35:480,310,0,0,1739,0,69752,99000,0,0,46,42,39,
2026.04.15 15:28:35:516,227,0,0,1680,0,71441,99000,0,0,46,42,39,
2026.04.15 15:28:35:559,470,0,0,1505,0,73199,99000,0,0,46,42,39,
2026.04.15 15:28:35:601,343,0,0,1424,0,74853,99000,0,0,46,42,39,
2026.04.15 15:28:35:638,298,0,0,1367,0,76222,99000,0,0,46,42,39,
2026.04.15 15:28:35:680,428,0,0,1240,0,77738,99000,0,0,46,42,39,
2026.04.15 15:28:35:716,-51,0,0,1285,0,78904,99000,0,0,46,42,39,
2026.04.15 15:28:35:759,268,0,0,1131,0,80189,99000,0,0,46,42,39,
2026.04.15 15:28:35:801,407,0,0,1016,0,81480,99000,0,0,46,42,39,
2026.04.15 15:28:35:838,29,0,0,1049,0,82481,99000,0,0,46,42,39,
2026.04.15 15:28:35:881,267,0,0,921,0,83576,99000,0,0,46,42,39,
2026.04.15 15:28:35:916,-57,0,0,932,0,84467,99000,0,0,46,42,39,
2026.04.15 15:28:35:959,23,0,0,866,0,85414,99000,0,0,46,42,39,
2026.04.15 15:28:36:002,372,0,0,736,0,86261,99000,0,0,46,42,39,
2026.04.15 15:28:36:038,-116,0,0,802,0,86959,99000,0,0,46,42,39,
2026.04.15 15:28:36:080,265,0,0,684,0,87742,99000,0,0,46,42,39,
2026.04.15 15:28:36:116,-31,0,0,653,0,88437,99000,0,0,46,42,39,
2026.04.15 15:28:36:159,-131,0,0,659,0,89129,99000,0,0,46,42,39,
2026.04.15 15:28:36:196,474,0,0,487,0,89694,99000,0,0,46,42,39,
2026.04.15 15:28:36:238,-45,0,0,552,0,90283,99000,0,0,46,42,39,
2026.04.15 15:28:36:281,-134,0,0,560,0,90846,99000,0,0,46,42,39,
2026.04.15 15:28:36:317,373,0,0,410,0,91312,99000,0,0,46,42,39,
2026.04.15 15:28:36:359,-51,0,0,471,0,91809,99000,0,0,46,42,39,
2026.04.15 15:28:36:396,453,0,0,348,0,92251,99000,0,0,46,42,39,
2026.04.15 15:28:36:439,226,0,0,349,0,92755,99000,0,0,46,42,39,
2026.04.15 15:28:36:481,22,0,0,362,0,93214,99000,0,0,46,42,39,
2026.04.15 15:28:36:517,145,0,0,335,0,93550,99000,0,0,46,42,39,
2026.04.15 15:28:36:560,305,0,0,277,0,93909,99000,0,0,46,42,39,
2026.04.15 15:28:36:596,-41,0,0,330,0,94195,99000,0,0,46,42,39,
2026.04.15 15:28:36:638,85,0,0,296,0,94501,99000,0,0,46,42,39,
2026.04.15 15:28:36:681,130,0,0,242,0,94780,99000,0,0,46,42,39,
2026.04.15 15:28:36:717,211,0,0,229,0,95018,99000,0,0,46,42,39,
2026.04.15 15:28:36:760,245,0,0,200,0,95272,99000,0,0,46,42,39,
2026.04.15 15:28:36:796,-38,0,0,250,0,95481,99000,0,0,46,42,39,
2026.04.15 15:28:36:839,-72,0,0,251,0,95714,99000,0,0,46,42,39,
2026.04.15 15:28:36:882,-72,0,0,251,0,95714,99000,0,0,46,42,39,
2026.04.15 15:28:36:917,-92,0,0,215,0,96149,99000,0,0,46,42,39,
2026.04.15 15:28:36:960,48,0,0,186,0,96351,99000,0,0,46,42,39,
2026.04.15 15:28:36:997,45,0,0,155,0,96524,99000,0,0,46,42,39,
2026.04.15 15:28:37:039,73,0,0,151,0,96697,99000,0,0,46,42,39,
2026.04.15 15:28:37:081,119,0,0,131,0,96863,99000,0,0,46,42,39,
2026.04.15 15:28:37:117,133,0,0,121,0,97002,99000,0,0,46,42,39,
2026.04.15 15:28:37:160,84,0,0,121,0,97170,99000,0,0,46,42,39,
2026.04.15 15:28:37:197,218,0,0,80,0,97291,99000,0,0,46,42,39,
2026.04.15 15:28:37:239,42,0,0,110,0,97427,99000,0,0,46,42,39,
2026.04.15 15:28:37:282,60,0,0,101,0,97543,99000,0,0,46,42,39,
2026.04.15 15:28:37:318,20,0,0,94,0,97652,99000,0,0,46,42,39,
2026.04.15 15:28:37:361,127,0,0,66,0,97759,99000,0,0,46,42,39,
2026.04.15 15:28:37:397,59,0,0,81,0,97841,99000,0,0,46,42,39,
2026.04.15 15:28:37:440,81,0,0,71,0,97931,99000,0,0,46,42,39,
2026.04.15 15:28:37:476,163,0,0,50,0,98007,99000,0,0,46,42,39,
2026.04.15 15:28:37:518,102,0,0,65,0,98071,99000,0,0,46,42,39,
2026.04.15 15:28:37:561,75,0,0,61,0,98136,99000,0,0,46,42,39,
2026.04.15 15:28:37:597,118,0,0,51,0,98186,99000,0,0,46,42,39,
2026.04.15 15:28:37:640,96,0,0,50,0,98258,99000,0,0,46,42,39,
2026.04.15 15:28:37:676,133,0,0,41,0,98308,99000,0,0,46,42,39,
2026.04.15 15:28:37:719,100,0,0,42,0,98370,99000,0,0,46,42,39,
2026.04.15 15:28:37:761,-33,0,0,0,0,98388,98000,0,0,46,42,39,
2026.04.15 15:28:37:797,-85,0,0,0,0,98390,98000,0,0,46,42,39,
2026.04.15 15:28:37:840,-76,0,0,-11,0,98384,98000,0,0,46,42,39,
2026.04.15 15:28:37:876,-84,0,0,-10,0,98366,98000,0,0,46,42,39,
2026.04.15 15:28:37:919,-106,0,0,-11,0,98347,98000,0,0,46,42,39,
2026.04.15 15:28:37:961,-56,0,0,-21,0,98312,98000,0,0,46,42,39,
2026.04.15 15:28:37:998,-121,0,0,-10,0,98294,98000,0,0,46,42,39,
2026.04.15 15:28:38:040,-117,0,0,-11,0,98263,98000,0,0,46,42,39,
2026.04.15 15:28:38:076,-111,0,0,-11,0,98232,98000,0,0,46,42,39,
2026.04.15 15:28:38:119,-114,0,0,-10,0,98211,98000,0,0,46,42,39,
2026.04.15 15:28:38:162,-114,0,0,-10,0,98211,98000,0,0,46,42,39,
2026.04.15 15:28:38:197,-106,0,0,-10,0,98174,98000,0,0,46,42,39,
2026.04.15 15:28:38:241,-246,0,0,-40,0,98132,97000,0,0,46,42,39,
2026.04.15 15:28:38:277,-94,0,0,-70,0,98064,97000,0,0,46,42,39,
2026.04.15 15:28:38:319,-21,0,0,-80,0,97978,97000,0,0,46,42,39,
2026.04.15 15:28:38:361,-151,0,0,-50,0,97905,97000,0,0,46,42,39,
2026.04.15 15:28:38:398,-123,0,0,-50,0,97840,97000,0,0,46,42,39,
2026.04.15 15:28:38:440,-180,0,0,-91,0,97706,96000,0,0,46,42,39,
2026.04.15 15:28:38:477,-15,0,0,-121,0,97585,96000,0,0,46,42,39,
2026.04.15 15:28:38:519,-24,0,0,-111,0,97468,96000,0,0,46,42,39,
2026.04.15 15:28:38:563,-229,0,0,-127,0,97328,95000,0,0,46,42,39,
2026.04.15 15:28:38:598,57,0,0,-171,0,97167,95000,0,0,46,42,39,
2026.04.15 15:28:38:641,-118,0,0,-121,0,96999,95000,0,0,46,42,39,
2026.04.15 15:28:38:677,-177,0,0,-101,0,96867,95000,0,0,46,42,39,
2026.04.15 15:28:38:719,-144,0,0,-100,0,96733,94000,0,0,46,42,39,
2026.04.15 15:28:38:756,-62,0,0,-181,0,96558,94000,0,0,46,42,39,
2026.04.15 15:28:38:799,-220,0,0,-121,0,96370,94000,0,0,46,42,39,
2026.04.15 15:28:38:841,-33,0,0,-151,0,96189,94000,0,0,46,42,39,
2026.04.15 15:28:38:877,-279,0,0,-156,0,96022,93000,0,0,46,42,39,
2026.04.15 15:28:38:920,-130,0,0,-176,0,95796,93000,0,0,46,42,39,
2026.04.15 15:28:38:956,-38,0,0,-165,0,95632,93000,0,0,46,42,39,
2026.04.15 15:28:38:999,-26,0,0,-171,0,95461,93000,0,0,46,42,39,
2026.04.15 15:28:39:041,-314,0,0,-169,0,95271,92000,0,0,46,42,39,
2026.04.15 15:28:39:077,-28,0,0,-210,0,95078,92000,0,0,46,42,39,
2026.04.15 15:28:39:120,38,0,0,-211,0,94873,92000,0,0,46,42,39,
2026.04.15 15:28:39:156,-233,0,0,-141,0,94712,92000,0,0,46,42,39,
2026.04.15 15:28:39:199,-265,0,0,-180,0,94481,91000,0,0,46,42,39,
2026.04.15 15:28:39:241,-52,0,0,-203,0,94245,91000,0,0,46,42,39,
2026.04.15 15:28:39:278,-140,0,0,-196,0,94070,91000,0,0,46,42,39,
2026.04.15 15:28:39:320,-114,0,0,-170,0,93870,90000,0,0,46,42,39,
2026.04.15 15:28:39:356,-79,0,0,-255,0,93628,90000,0,0,46,42,39,
2026.04.15 15:28:39:399,-248,0,0,-187,0,93387,90000,0,0,46,42,39,
2026.04.15 15:28:39:441,-217,0,0,-170,0,93144,90000,0,0,46,42,39,
2026.04.15 15:28:39:477,-64,0,0,-250,0,92899,89000,0,0,46,42,39,
2026.04.15 15:28:39:520,-25,0,0,-251,0,92595,89000,0,0,46,42,39,
2026.04.15 15:28:39:557,-215,0,0,-170,0,92365,89000,0,0,46,42,39,
2026.04.15 15:28:39:599,-147,0,0,-180,0,92104,89000,0,0,46,42,39,
2026.04.15 15:28:39:641,-363,0,0,-180,0,91849,88000,0,0,46,42,39,
2026.04.15 15:28:39:678,11,0,0,-251,0,91612,88000,0,0,46,42,39,
2026.04.15 15:28:39:721,-138,0,0,-214,0,91385,88000,0,0,46,42,39,
2026.04.15 15:28:39:757,-8,0,0,-220,0,91182,88000,0,0,46,42,39,
2026.04.15 15:28:39:799,43,0,0,-291,0,90931,87000,0,0,46,42,39,
2026.04.15 15:28:39:836,-223,0,0,-200,0,90698,87000,0,0,46,42,39,
2026.04.15 15:28:39:878,-209,0,0,-190,0,90448,87000,0,0,46,42,39,
2026.04.15 15:28:39:921,-19,0,0,-208,0,90223,87000,0,0,46,42,39,
2026.04.15 15:28:39:957,-19,0,0,-208,0,90223,86000,0,0,46,42,39,
2026.04.15 15:28:40:000,-119,0,0,-210,0,89716,86000,0,0,46,42,39,
2026.04.15 15:28:40:036,-230,0,0,-195,0,89507,86000,0,0,46,42,39,
2026.04.15 15:28:40:078,-156,0,0,-180,0,89284,86000,0,0,46,42,39,
2026.04.15 15:28:40:121,-362,0,0,-190,0,89013,85000,0,0,46,42,39,
2026.04.15 15:28:40:157,-15,0,0,-261,0,88790,85000,0,0,46,42,39,
2026.04.15 15:28:40:200,-83,0,0,-235,0,88515,85000,0,0,46,42,39,
2026.04.15 15:28:40:236,-21,0,0,-208,0,88292,85000,0,0,46,42,39,
2026.04.15 15:28:40:280,-17,0,0,-209,0,88072,84000,0,0,46,42,39,
2026.04.15 15:28:40:321,98,0,0,-281,0,87776,84000,0,0,46,42,39,
2026.04.15 15:28:40:358,-248,0,0,-181,0,87560,84000,0,0,46,42,39,
2026.04.15 15:28:40:400,0,0,0,-218,0,87307,84000,0,0,46,42,39,
2026.04.15 15:28:40:437,-304,0,0,-151,0,87120,84000,0,0,46,42,39,
2026.04.15 15:28:40:479,-231,0,0,-210,0,86845,83000,0,0,46,42,39,
2026.04.15 15:28:40:522,6,0,0,-240,0,86587,83000,0,0,46,42,39,
2026.04.15 15:28:40:557,-219,0,0,-184,0,86390,83000,0,0,46,42,39,
2026.04.15 15:28:40:600,-229,0,0,-170,0,86177,83000,0,0,46,42,39,
2026.04.15 15:28:40:638,135,0,0,-300,0,85956,82000,0,0,46,42,39,
2026.04.15 15:28:40:679,-54,0,0,-253,0,85709,82000,0,0,46,42,39,
2026.04.15 15:28:40:721,-171,0,0,-201,0,85469,82000,0,0,46,42,39,
2026.04.15 15:28:40:758,76,0,0,-241,0,85237,82000,0,0,46,42,39,
2026.04.15 15:28:40:800,-87,0,0,-201,0,85030,82000,0,0,46,42,39,
2026.04.15 15:28:40:837,5,0,0,-265,0,84809,81000,0,0,46,42,39,
2026.04.15 15:28:40:879,-301,0,0,-181,0,84561,81000,0,0,46,42,39,
2026.04.15 15:28:40:916,71,0,0,-246,0,84328,81000,0,0,46,42,39,
2026.04.15 15:28:40:958,-91,0,0,-204,0,84098,81000,0,0,46,42,39,
2026.04.15 15:28:41:001,-145,0,0,-159,0,83890,81000,0,0,46,42,39,
2026.04.15 15:28:41:037,-274,0,0,-191,0,83654,80000,0,0,46,42,39,
2026.04.15 15:28:41:079,-291,0,0,-170,0,83405,80000,0,0,46,42,39,
2026.04.15 15:28:41:116,-7,0,0,-221,0,83196,80000,0,0,46,42,39,
2026.04.15 15:28:41:158,-306,0,0,-141,0,82992,80000,0,0,46,42,39,
2026.04.15 15:28:41:201,-196,0,0,-150,0,82779,80000,0,0,46,42,39,
2026.04.15 15:28:41:237,-37,0,0,-177,0,82591,80000,0,0,46,42,39,
2026.04.15 15:28:41:280,-292,0,0,-111,0,82420,80000,0,0,46,42,39,
2026.04.15 15:28:41:316,-156,0,0,-139,0,82275,80000,0,0,46,42,39,
2026.04.15 15:28:41:358,-66,0,0,-137,0,82108,80000,0,0,46,42,39,
2026.04.15 15:28:41:401,-60,0,0,-131,0,81946,80000,0,0,46,42,39,
2026.04.15 15:28:41:437,-94,0,0,-121,0,81823,80000,0,0,46,42,39,
2026.04.15 15:28:41:480,-172,0,0,-90,0,81690,80000,0,0,46,42,39,
2026.04.15 15:28:41:516,-43,0,0,-110,0,81578,80000,0,0,46,42,39,
2026.04.15 15:28:41:559,-52,0,0,-100,0,81460,80000,0,0,46,42,39,
2026.04.15 15:28:41:601,-106,0,0,-81,0,81352,80000,0,0,46,42,39,
2026.04.15 15:28:41:637,-141,0,0,-70,0,81275,80000,0,0,46,42,39,
2026.04.15 15:28:41:680,-116,0,0,-71,0,81174,80000,0,0,46,42,39,
2026.04.15 15:28:41:716,-113,0,0,-71,0,81094,80000,0,0,46,42,39,
2026.04.15 15:28:41:759,-105,0,0,-63,0,81009,80000,0,0,46,42,39,
2026.04.15 15:28:41:802,-143,0,0,-50,0,80926,80000,0,0,46,42,39,
2026.04.15 15:28:41:837,-26,0,0,-70,0,80854,80000,0,0,46,42,39,
2026.04.15 15:28:41:881,-107,0,0,-50,0,80790,80000,0,0,46,42,39,
2026.04.15 15:28:41:918,-88,0,0,-51,0,80738,80000,0,0,46,42,39,
2026.04.15 15:28:41:959,-110,0,0,-40,0,80667,80000,0,0,46,42,39,
2026.04.15 15:28:42:001,-89,0,0,-40,0,80613,80000,0,0,46,42,39,
2026.04.15 15:28:42:038,-30,0,0,-51,0,80559,80000,0,0,46,42,39,
2026.04.15 15:28:42:080,-102,0,0,-31,0,80503,80000,0,0,46,42,39,
2026.04.15 15:28:42:116,-95,0,0,-31,0,80461,80000,0,0,46,42,39,
2026.04.15 15:28:42:159,-75,0,0,-31,0,80415,80000,0,0,46,42,39,
2026.04.15 15:28:42:197,-110,0,0,-20,0,80375,80000,0,0,46,42,39,
2026.04.15 15:28:42:238,-61,0,0,-20,0,80332,80000,0,0,46,42,39,
2026.04.15 15:28:42:280,-128,0,0,-10,0,80297,80000,0,0,46,42,39,
2026.04.15 15:28:42:319,-79,0,0,-20,0,80261,80000,0,0,46,42,39,
2026.04.15 15:28:42:360,-98,0,0,-11,0,80225,80000,0,0,46,42,39,
2026.04.15 15:28:42:395,-111,0,0,-10,0,80201,80000,0,0,46,42,39,
2026.04.15 15:28:42:438,-98,0,0,-10,0,80176,80000,0,0,46,42,39,
2026.04.15 15:28:42:481,-95,0,0,-10,0,80148,80000,0,0,46,42,39,
2026.04.15 15:28:42:517,-88,0,0,-11,0,80130,80000,0,0,46,42,39,
2026.04.15 15:28:42:560,-78,0,0,-11,0,80103,80000,0,0,46,42,39,
2026.04.15 15:28:42:596,-69,0,0,-11,0,80080,80000,0,0,46,42,39,
2026.04.15 15:28:42:639,-95,0,0,-1,0,80055,80000,0,0,46,42,39,
2026.04.15 15:28:42:681,-88,0,0,0,0,80043,80000,0,0,46,42,39,
2026.04.15 15:28:42:717,-97,0,0,0,0,80039,80000,0,0,46,42,39,
2026.04.15 15:28:42:760,-97,0,0,0,0,80036,80000,0,0,46,42,39,
2026.04.15 15:28:42:796,-102,0,0,0,0,80035,80000,0,0,46,42,39,
2026.04.15 15:28:42:839,-88,0,0,0,0,80033,80000,0,0,46,42,39,
