,2026.04.15 15:01:57
时间,电流,目标电流,滤波电流,速度,目标速度,位置,目标位置,外圈位置,扭矩,总线电压,驱动温度,电机温度
2026.04.15 15:01:59:526,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:563,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:605,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:648,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:684,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:726,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:763,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:805,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:848,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:885,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:927,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:01:59:963,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:006,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:048,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:085,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:127,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:164,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:206,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:248,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:284,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:327,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:363,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:406,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:448,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:485,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:527,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:564,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:606,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:642,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:685,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:727,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:763,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:806,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:842,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:885,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:927,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:00:964,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:006,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:042,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:085,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:127,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:163,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:206,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:242,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:285,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:327,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:364,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:406,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:442,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:485,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:527,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:564,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:606,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:643,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:685,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:722,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:764,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:806,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:843,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:885,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:921,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:01:964,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:007,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:043,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:085,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:122,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:164,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:207,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:243,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:285,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:321,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:364,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:407,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:443,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:485,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:522,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:564,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:606,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:643,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:686,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:722,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:764,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:807,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:843,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:885,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:922,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:02:965,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:001,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:043,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:086,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:123,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:165,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:201,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:243,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:286,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:322,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:364,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:401,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:443,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:486,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:522,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:565,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:601,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:644,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:686,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:723,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:765,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:801,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:844,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:886,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:923,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:03:965,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:001,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:044,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:080,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:123,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:165,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:201,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:244,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:280,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:322,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:365,0,0,0,0,0,-4194,0,0,0,47,46,37,
2026.04.15 15:02:04:401,0,0,0,0,0,-4194,0,0,0,47,46,37,
